先False再True
sorted_score:ResNet50:[1.0, 0.9384316802024841, 0.8983384966850281, 0.8880985975265503, 0.8879238963127136, 0.8485954999923706, 0.8159261345863342, 0.7269884943962097, 0.5829526782035828, 0.393356055021286]
sorted_score:ResNet50:[1.0, 0.8824655413627625, 0.7361084818840027, 0.7584841251373291, 0.6052547097206116, 0.5255561470985413, 0.42963436245918274, 0.2690386176109314, 0.13372939825057983, 0.04283571615815163]
sorted_score:ViT:[1.0, 0.9020420908927917, 0.820987343788147, 0.7240312099456787, 0.6234235763549805, 0.4443756937980652, 0.30150240659713745, 0.1919359713792801, 0.09702493250370026, 0.03931023180484772]
sorted_score:ViT:[1.0, 0.718034029006958, 0.5127804279327393, 0.3617333471775055, 0.25485506653785706, 0.18688450753688812, 0.10930884629487991, 0.06535244733095169, 0.029618531465530396, 0.01193143054842949]

sorted_score:ResNet50:[1.0, 0.9966027140617371, 0.984394371509552, 0.9613097906112671, 0.9233693480491638, 0.8800646066665649, 0.83014976978302, 0.7818542122840881, 0.7370487451553345, 0.6074503064155579]
sorted_score:ResNet50:[1.0, 0.016585465520620346, 0.007783682085573673, 0.005958435125648975, 0.0052607059478759766, 0.004541428294032812, 0.003925652243196964, 0.003320419229567051, 0.0032245174515992403, 0.003180360421538353]
sorted_score:ViT:[1.0, 0.9999693632125854, 0.9999425411224365, 0.996831476688385, 0.993418276309967, 0.985645055770874, 0.9725135564804077, 0.9568739533424377, 0.9221931099891663, 0.7460877895355225]
sorted_score:ViT:[1.0, 0.003455337369814515, 0.0033058898989111185, 0.0030795650091022253, 0.002857177285477519, 0.0027299844659864902, 0.0027310368604958057, 0.0023893886245787144, 0.002119141397997737, 0.0021207418758422136]

energy:ResNet50:[1.0, 0.9996806979179382, 0.99671870470047, 0.9914626479148865, 0.9817360639572144, 0.9628753066062927, 0.9295678734779358, 0.8799258470535278, 0.8111749887466431, 0.6848781108856201]
energy:ViT:[1.0, 0.9999904632568359, 1.0000065565109253, 0.9999927878379822, 0.9999359250068665, 0.9995396733283997, 0.9979376196861267, 0.9921872615814209, 0.9694648385047913, 0.8587052226066589]
